X	Y
0	44.275
1	44.652
2	44.319
3	44.754
4	43.739
5	44.667
6	44.058
7	42.449
8	44.783
9	44.623
10	43.058
11	43.942
12	44.116
13	43.391
14	43.435
15	44.652
16	45.087
17	43.420
18	44.377
19	44.855
20	44.362
21	44.478
22	44.768
23	44.841
24	46.812
25	46.406
26	45.812
27	46.609
28	46.957
29	46.855
30	47.203
31	46.159
32	46.406
33	45.507
34	46.435
35	47.464
36	47.174
37	47.536
38	50.493
39	51.594
40	52.754
41	55.536
42	58.159
43	62.739
44	67.275
45	73.217
46	82.101
47	90.971
48	101.319
49	111.710
50	122.333
51	133.014
52	141.710
53	150.261
54	155.986
55	162.087
56	164.478
57	162.667
58	155.478
59	139.971
60	111.116
61	76.681
62	56.116
63	49.058
64	46.203
65	46.420
66	47.174
67	48.449
68	49.406
69	50.783
70	53.609
71	54.826
72	57.246
73	60.855
74	63.638
75	68.464
76	72.377
77	77.232
78	81.319
79	83.928
80	84.609
81	84.203
82	80.072
83	72.449
84	63.304
85	55.478
86	50.855
87	49.014
88	48.870
89	46.986
90	45.870
91	46.159
92	45.174
93	43.899
94	44.333
95	42.333
96	42.391
97	42.884
98	42.667
99	43.478
100	43.362
101	42.928
102	44.203
103	44.348
104	43.232
105	43.464
106	42.913
107	43.087
108	43.478
109	43.290
110	43.145
111	43.478
112	42.913
113	43.000
114	43.043
115	44.754
116	44.304
117	43.594
118	45.725
119	44.319
120	45.507
121	47.029
122	45.174
123	44.101
124	44.333
125	45.435
126	43.536
127	43.913
128	42.957
129	41.855
130	42.522
131	42.391
132	42.130
133	41.942
134	42.058
135	41.522
136	40.696
137	40.797
138	40.507
139	40.812
140	41.957
141	39.986
142	42.000
143	40.826
144	42.493
145	41.536
146	41.870
147	42.406
148	41.203
149	42.000
150	41.768
151	41.826
152	43.159
153	42.101
154	42.812
155	42.899
156	42.435
157	41.739
158	41.971
159	41.609
160	42.565
161	42.536
162	40.797
163	41.696
164	41.812
165	40.797
166	41.159
167	40.942
168	41.029
169	41.275
170	39.986
171	39.913
172	39.913
173	39.362
174	38.768
175	38.565
176	39.812
177	37.101
178	37.826
179	38.116
180	37.232
181	37.899
182	37.101
183	39.029
184	38.246
185	38.986
186	38.391
187	38.536
188	38.174
189	39.319
190	39.464
191	38.130
192	37.884
193	38.986
194	38.377
195	36.754
196	38.058
197	36.594
198	36.681
199	38.551
200	37.913
