X	Y
0	87.940
1	88.687
2	87.910
3	88.985
4	88.448
5	88.791
6	88.358
7	88.284
8	89.806
9	88.910
10	89.582
11	89.373
12	89.313
13	88.806
14	89.239
15	88.746
16	89.299
17	88.657
18	89.642
19	89.597
20	89.731
21	90.030
22	89.239
23	89.731
24	89.642
25	89.299
26	89.403
27	91.030
28	89.940
29	90.284
30	89.478
31	90.239
32	91.239
33	90.597
34	91.597
35	91.866
36	91.537
37	92.836
38	93.642
39	92.970
40	93.806
41	96.328
42	99.746
43	101.045
44	105.299
45	110.373
46	117.925
47	126.134
48	135.418
49	146.881
50	160.254
51	173.925
52	186.985
53	199.269
54	208.970
55	216.925
56	221.328
57	224.388
58	223.463
59	217.806
60	204.761
61	179.194
62	142.284
63	112.806
64	99.507
65	93.343
66	91.537
67	92.567
68	94.313
69	93.836
70	96.433
71	99.582
72	102.254
73	108.552
74	113.328
75	119.851
76	125.388
77	132.597
78	139.030
79	143.000
80	145.537
81	144.940
82	141.164
83	130.687
84	116.045
85	105.418
86	96.776
87	94.448
88	91.552
89	91.239
90	91.567
91	91.030
92	90.627
93	90.358
94	89.866
95	90.149
96	90.448
97	91.746
98	90.955
99	92.328
100	91.612
101	91.657
102	92.194
103	90.881
104	91.791
105	91.806
106	92.284
107	93.239
108	91.896
109	92.463
110	92.925
111	92.164
112	91.164
113	93.075
114	93.090
115	93.716
116	93.806
117	93.955
118	94.493
119	95.104
120	95.030
121	95.119
122	93.940
123	93.313
124	93.522
125	92.537
126	92.119
127	90.776
128	89.851
129	89.149
130	89.507
131	89.896
132	88.985
133	88.493
134	89.313
135	89.597
136	89.373
137	89.313
138	89.328
139	89.194
140	89.015
141	89.179
142	89.448
143	89.134
144	90.597
145	90.164
146	89.970
147	90.403
148	91.313
149	92.642
150	91.657
151	91.209
152	93.358
153	91.149
154	92.209
155	91.119
156	91.567
157	90.090
158	89.567
159	90.866
160	89.075
161	90.896
162	90.030
163	90.627
164	89.761
165	90.373
166	89.463
167	87.866
168	88.403
169	89.806
170	89.119
171	89.687
172	89.642
173	89.537
174	87.925
175	88.388
176	88.597
177	88.687
178	89.761
179	89.164
180	88.358
181	89.552
182	88.657
183	89.418
184	88.433
185	89.851
186	88.955
187	90.358
188	88.403
189	89.179
190	89.537
191	89.358
192	88.791
193	88.537
194	87.851
195	89.955
196	90.149
197	88.403
198	89.746
199	89.299
200	89.448
